MQ 3;MQ 135;QCM
1,05;0,9419;1
0,9882;0,89;0
1,05;1,05;-1
1,05;0,89;0
1,05;1,05;0
1,05;0,9419;0
0,9767;0,7184;0
1,05;0,8585;0
1,05;0,7519;0
1,05;0,678;0
1,05;0,6094;0
0,9544;0,5065;0
1,05;0,6253;1
1,05;0,6172;0
1,05;0,5731;0
1,05;0,6094;0
0,9128;0,5175;1
1,05;0,6419;0
1,05;0,678;0
1,05;0,6506;-1
1,05;0,6686;1
0,9654;0,6506;0
1,05;0,6877;1
1,05;0,7078;0
1,05;0,6877;-1
1,05;0,7292;0
0,9544;0,7078;0
1,05;0,7519;0
1,05;0,776;1
1,05;0,7292;0
1,05;0,8017;1
0,9767;0,6506;0
1,05;0,8152;1
1,05;0,776;0
1,05;0,8017;0
1,05;0,7887;1
0,9437;0,7292;0
1,05;0,9419;0
1,05;0,8152;0
1,05;0,9419;0
1,05;1,021;1
0,9544;0,7404;0
1,05;0,776;-1
1,05;0,8436;0
1,05;0,8152;0
1,05;0,8292;0
0,9437;0,6686;0
1,05;0,9239;0
1,05;0,9605;0
1,05;0,89;0
1,05;0,9798;0
0,9128;0,7404;0
1,05;0,9239;0
1,05;1,0429;0
1,05;0,874;0
1,05;1,05;0
0,9437;0,7184;0
1,05;0,89;0
1,05;1,021;-1
1,05;0,874;0
1,05;0,9798;1
0,9437;0,6595;0
1,05;0,874;0
1,05;0,8292;0
1,05;0,89;0
1,05;1;0
0,9229;0,6976;1
1,05;0,9605;0
1,05;0,9605;0
1,05;0,9239;1
1,05;0,874;0
1,05;0,874;0
1,05;0,8585;1
1,05;0,8436;0
1,05;0,89;0
1,05;0,8585;1
1,05;0,9798;0
1,05;0,8436;1
1,05;0,89;0
1,05;1,05;1
1,05;0,8436;0
1,05;0,9239;1
1,05;0,8585;-1
1,05;0,9798;1
1,05;0,9239;1
1,05;1,0429;0
1,05;0,9067;1
1,05;0,874;1
1,05;1,021;0
1,05;1,05;0
1,05;0,9067;1
1,05;0,9419;0
1,05;1,0429;1
1,05;0,8585;1
1,05;0,874;0
1,05;0,9419;1
1,05;1,05;0
1,05;0,9605;0
1,05;1,05;1
1,05;0,9605;1
1,05;1,05;1
1,05;0,8436;1
1,05;1,0429;1
1,05;0,9239;1
1,05;0,874;0
1,05;1;1
1,05;1,05;0
1,05;0,9067;1
1,05;0,9605;1
1,05;0,9067;0
1,05;0,89;1
1,05;0,9605;1
1,05;0,9067;1
1,05;0,9067;1
1,05;0,9067;1
1,05;0,9239;0
1,05;0,874;1
1,05;0,9419;1
1,05;0,8585;1
1,05;0,8585;1
1,05;0,9067;1
1,05;0,9239;0
1,05;0,9239;1
1,05;0,9239;1
1,05;0,9419;1
1,05;0,9798;0
1,05;0,9239;2
1,05;1,0429;2
1,05;0,9239;1
1,05;0,9067;0
1,05;0,89;1
1,05;1,05;1
1,05;1,0429;1
1,05;0,9239;0
1,05;1,05;1
1,05;1,05;0
1,05;0,8585;1
1,05;0,874;1
1,05;0,9067;0
1,05;0,9067;1
1,05;0,9067;1
1,05;1,05;1
1,05;0,9239;1
1,05;0,9798;1
1,05;0,8585;1
1,05;0,89;0
1,05;0,9605;1
1,05;1,05;1
1,05;0,9419;1
1,05;1;0
1,05;0,9239;1
1,05;1,021;1
1,05;0,9067;1
1,05;1,05;1
1,05;0,89;1
1,05;1,05;1
1,05;0,9239;1
1,05;1,05;1
1,05;0,9419;1
1,05;1,05;1
1,05;1,0429;1
1,05;1,021;1
1,05;1,05;1
1,05;0,9239;0
1,05;1,0429;1
1,05;0,9067;1
1,05;0,9239;0
1,05;0,9239;1
1,05;1,05;1
1,05;1,021;1
1,05;1,0429;0
1,05;0,9067;1
1,05;0,8436;1
1,05;0,89;0
1,05;0,9067;1
1,05;0,9239;1
1,05;0,9067;1
1,05;0,89;1
1,05;0,874;0
1,05;0,874;1
