MQ 3;MQ 135;QCM
0,9437;0,9419;1
0,9437;0,9419;2
0,9767;0,9419;2
0,9029;0,7519;3
0,9767;0,7184;3
0,9128;0,6094;4
0,8933;0,6877;4
0,8933;0,6018;4
0,9029;0,6506;4
0,8933;0,5944;5
0,9128;0,5731;5
0,9029;0,6877;3
0,9229;0,6094;3
0,9437;0,678;3
0,9128;0,7404;2
0,9029;0,6877;3
0,9437;0,7404;2
0,9229;0,7184;2
0,8933;0,7184;2
0,9128;0,7404;2
0,9029;0,7519;3
0,9029;0,7519;3
0,8933;0,7519;3
0,9029;0,8292;1
0,8933;0,776;2
0,9128;0,7292;2
0,9229;0,8017;3
0,9332;0,8017;3
0,9654;0,8436;3
0,9437;0,8292;3
0,9029;0,9605;1
0,9128;0,776;2
0,8933;0,8585;1
0,9029;0,9605;1
0,8933;0,9239;1
0,8933;0,8152;2
0,9128;0,8152;1
0,9029;1,021;0
0,8933;0,8292;2
0,8746;0,9419;2
0,9332;0,874;2
0,9029;0,9067;0
0,8933;1,05;1
0,8838;0,7887;0
0,9229;0,8017;2
0,8933;0,8017;3
0,9128;0,8292;1
0,9332;0,8292;2
0,9229;0,8585;2
0,9029;0,8585;2
0,9767;0,8292;2
0,8933;0,8436;2
0,9029;0,9239;1
0,9029;1,05;1
0,9654;0,8152;2
0,8933;0,9419;0
0,9128;0,874;3
0,9128;0,8436;4
0,8655;0,8152;2
0,9767;0,9239;2
0,9437;0,874;2
0,9128;0,8436;2
0,9229;0,874;2
0,8933;0,8152;2
0,9029;0,8585;2
0,9029;0,8585;2
0,9029;1,05;0
0,9029;0,9419;1
0,9029;0,874;1
0,8933;0,874;1
0,8933;0,874;1
0,9882;0,8436;2
0,9029;1,0429;3
0,9128;0,8436;1
0,8933;0,8152;2
0,9437;0,874;3
0,9029;0,874;2
0,9029;0,8585;1
0,9229;0,89;2
0,8933;1,021;2
0,8933;0,9239;3
0,8933;1,021;0
0,9128;0,874;0
0,9229;0,8585;3
0,9332;0,8436;3
0,9128;1,021;2
0,9229;0,89;3
0,9767;0,8585;2
0,9029;0,9798;1
0,8655;0,8152;1
0,9029;1,0429;3
0,9029;0,9419;2
0,9544;0,9419;3
0,9029;1,021;0
0,9029;0,9605;0
0,9029;0,8436;2
0,8838;1,0429;0
0,9128;1,0429;0
0,9332;0,9419;0
0,9544;0,9239;1
