MQ 3;MQ 135;QCM
0,9128;0,8436;2
0,9544;0,8017;2
0,9544;0,7519;2
0,9767;0,7184;2
0,9767;0,6877;3
0,9437;0,6506;4
0,9437;0,7292;3
0,9437;0,6018;4
0,9437;0,58;5
0,9437;0,6595;5
0,9767;0,5944;6
0,9654;0,58;6
0,9437;0,6976;5
0,9654;0,6094;5
0,9229;0,6686;5
0,9332;0,5871;6
0,9229;0,6506;5
0,9437;0,678;5
0,9544;0,6595;5
0,9332;0,6877;5
0,9544;0,6595;5
1;0,7184;3
0,9437;0,678;4
0,9437;0,8152;3
0,9437;0,89;3
1;0,7078;3
0,9437;0,7638;3
0,9437;0,8436;3
0,9437;0,7404;3
0,9544;0,776;3
0,9437;0,874;3
0,9544;0,7638;3
0,9437;0,7638;4
0,9332;0,8436;3
0,9654;0,7638;4
0,9332;0,8017;3
0,9437;0,8017;4
0,9332;0,9239;2
0,9229;0,874;3
0,9437;0,9419;2
0,9767;0,776;3
0,9437;0,8292;2
0,9767;0,8017;3
0,9437;0,8436;3
0,9332;0,89;2
0,9544;0,9605;1
0,9437;0,8292;2
0,9332;0,9239;1
0,9437;0,9605;0
0,9437;1,021;0
0,9437;0,89;0
0,9437;0,8436;0
0,9654;0,8292;0
0,9654;0,8436;0
0,9654;0,8436;3
1;0,9239;1
0,9654;0,8292;3
0,9332;0,8585;2
0,9437;0,8152;0
0,9437;1,0429;0
1;0,8017;0
1;0,9067;0
0,9437;0,874;3
1,0244;0,8436;2
0,9332;0,9239;3
0,9437;0,9239;4
0,9437;1,05;3
0,9437;0,9605;3
0,9332;1,021;3
0,9437;1,05;3
0,9544;0,8292;3
0,9544;0,9067;3
1,0244;0,8585;2
0,9544;1;2
0,9332;0,9239;2
0,9437;0,8292;3
0,9437;0,9605;3
0,9332;0,9067;3
0,9332;0,9798;3
0,9437;1,05;3
0,9332;0,9239;4
0,9767;0,9239;3
0,9767;0,89;3
0,9437;0,8292;2
0,9767;0,8152;3
0,9767;0,8292;3
0,9332;0,9239;1
0,9437;0,9419;1
0,9882;0,874;2
0,9437;0,89;1
0,9437;0,9798;1
0,9437;0,8436;1
0,9229;0,8152;2
0,9229;0,8585;2
0,9437;0,9419;2
0,9332;1;2
0,9332;0,9798;0
0,9882;0,9419;0
0,9437;1,05;0
0,9437;0,9419;1
