MQ 3;MQ 135;QCM
1,1053;1,1145;1
1,1352;0,9798;2
1,091;1,1967;1
1,077;0,9239;2
1,1053;1,0657;0
0,9767;1,2268;1
0,6292;0,9798;1
0,4961;1,2268;0
0,3907;0,9419;1
0,3528;0,9067;1
0,3281;1,1407;1
0,315;1,1407;1
0,3018;0,89;0
0,303;1,1407;0
0,2972;1,0657;1
0,2939;0,9067;1
0,303;1,0896;0
0,303;1,0896;2
0,3214;0,9067;1
0,3308;0,9239;1
0,3408;1,0657;1
0,3641;1,0896;1
0,3726;0,9419;1
0,4065;0,9419;1
0,4192;0,9239;1
0,4445;0,9605;1
0,473;1,1407;1
0,473;0,9419;0
0,5084;0,89;0
0,535;0,9605;0
0,5386;0,9419;1
0,5531;0,9067;1
0,5805;1,0657;1
0,5805;1,168;1
0,593;0,9239;0
0,5973;1;0
0,649;0,9605;0
0,6292;1,2585;0
0,644;0,9605;0
0,6594;0,9605;0
0,644;0,9419;1
0,6756;1,11145;1
0,6868;1,2268;1
0,644;0.9.9605;1
0,6925;1,1407;1
0,6701;0,9605;1
0,7421;0,9798;0
0,7043;0,9239;0
0,7043;1,1407;0
0,7165;0,9419;1
0,729;1,0896;1
0,7227;1,021;1
0,729;0,9419;0
0,729;1,1407;0
0,7421;1,0657;0
0,7421;1,021;1
0,7488;1,0657;1
0,7556;0,9605;1
0,7625;1,168;0
0,7696;1,0657;0
0,7991;1,2268;1
0,8069;1,2268;2
0,7991;1,168;1
0,7915;1,1407;1
0,8228;1,2268;1
0,8069;1,1407;1
0,8228;1,2918;1
0,7915;0,9798;1
0,8394;1,1967;0
0,7841;0,9798;1
0,8746;0,9605;0
0,8069;1,0429;1
0,8069;1,0429;1
0,8394;1,1407;1
0,8479;1,1407;1
0,831;0,9419;2
0,8228;0,9239;1
0,831;0,9419;0
0,8228;0,9798;0
0,831;0,9798;0
0,8394;0,9239;0
0,8394;0,9067;0
0,8394;0,9798;0
0,8394;0,9605;1
0,8479;0,9798;1
0,8394;0,9798;1
0,8479;0,9239;0
0,8479;0,9067;1
0,8479;1;1
0,8655;0,9419;1
0,8479;0,9798;1
0,8655;0,9798;1
0,8655;0,9067;1
0,8655;1;1
0,8746;0,9798;1
0,8746;0,9239;1
0,8933;0,9798;0
0,8838;0,9798;0
0,8838;0,9239;0
0,8746;0,9067;0
0,8746;1;0
0,8838;0,9067;1
0,8746;0,9798;1
0,8746;0,9798;1
0,8838;1;1
0,9029;0,9239;1
0,9029;1;0
0,9029;0,9798;0
0,9029;0,9798;1
0,9128;1;1
0,8933;1;0
0,9128;0,9605;0
0,8933;0,9239;1
0,9229;1;1
0,9128;1,0896;0
0,9767;0,9605;0
0,9544;1,2585;1
0,9654;1,0429;1
0,9128;0,9798;1
0,9128;1;0
0,9332;0,9605;0
0,9437;1,168;0
0,9544;1,1967;1
0,9544;1,168;1
0,9332;0,9798;1
0,9128;0,9798;0
0,9437;0,9605;0
0,9437;0,9419;0
0,9767;1,1967;1
1,0121;0,9419;1
0,9767;1,1967;1
0,9544;0,9798;1
0,9437;0,9798;0
0,9332;1,0657;1
0,9767;1,1407;0
0,9437;1,0657;1
0,8838;0,9605;0
1;1,0657;1
0,9544;0,9239;0
0,9654;0,9419;1
0,9654;0,9605;0
0,9767;1,1407;1
1,0371;0,9605;1
1;1,2268;1
0,9654;0,9605;1
0,9654;1;1
0,9767;0,9605;0
1;1,168;0
0,9332;0,9605;1
0,9654;0,9605;1
0,9654;0,9798;1
0,9544;0,9067;1
0,9654;1,0896;0
1;1,1967;0
0,9029;0,9605;0
0,9654;0,9419;1
1,0121;1,1967;0
1;1,1145;1
0,9654;1;0
0,9767;0,9605;1
0,9654;0,9067;1
0,9767;1,0896;0
0,9654;1,0429;1
0,9544;1;1
1,077;0,9798;1
0,9767;0,9419;1
0,9654;1,0657;1
0,9882;0,9419;0
0,9654;1,0657;0
1,0121;1,1407;1
0,9882;0,9605;1
0,9882;0,9798;1
1;1,1407;1
0,9654;1,0429;0
1,0244;1,1967;0
1,077;0,9419;0
1;0,9605;1
0,9882;0,9419;1
0,9882;1,0657;1
1,0244;1,2268;1
