MQ 3;MQ 135;QCM
0,9882;0,9605;1
1;0,9798;2
1;0,9798;1
1;0,9605;2
0,9882;0,9798;0
0,9767;0,9239;1
1,0121;1,1145;1
0,9882;1,1407;0
1,0121;0,9798;1
0,6701;0,9419;1
0,2984;0,9419;1
0,2105;0,9239;1
0,1798;0,8585;0
0,1679;0,874;0
0,1668;0,8585;1
0,1683;0,8152;1
0,1703;0,7887;0
0,1714;0,8292;2
0,1747;0,7887;1
0,1776;0,8017;1
0,1815;0,776;1
0,1889;0,776;1
0,1953;0,8585;1
0,2065;0,8585;1
0,219;0,8585;1
0,2302;0,874;1
0,2465;0,874;1
0,2641;0,8292;0
0,2792;0,89;0
0,295;0,89;0
0,3113;0,8436;1
0,3254;0,8585;1
0,3408;0,9605;1
0,3544;0,9798;1
0,3674;0,8585;0
0,3796;0,874;0
0,3965;0,9419;0
0,3965;0,874;0
0,4149;0,874;0
0,4214;0,874;0
0,4397;0,9067;1
0,447;0,9067;1
0,457;1,021;1
0,4596;0,8585;1
0,4758;0,874;1
0,4758;0,9067;1
0,4901;0,9239;0
0,5053;0,9239;0
0,5053;1,021;0
0,5116;1,021;1
0,5181;0,9239;1
0,5281;1;1
0,5247;0,9798;0
0,535;0,9419;0
0,5421;0,9067;0
0,5457;0,9419;1
0,5531;0,89;1
0,5568;0,9239;1
0,5684;1;0
0,5724;0,9798;0
0,5764;0,9067;1
0,5888;0,9419;2
0,5888;0,9419;1
0,593;1;1
0,5973;0,9419;1
0,6061;0,9798;1
0,6152;1,021;1
0,6106;1,0657;1
0,6152;0,9419;0
0,6198;0,9067;1
0,6292;0,9605;0
0,6292;0,9067;1
0,639;0,9605;1
0,6341;1,021;1
0,644;0,9605;1
0,644;1,021;2
0,6594;1;1
0,649;0,9239;0
0,6594;0,9605;0
0,6647;0,9798;0
0,6647;1,021;0
0,6701;0,9798;0
0,6756;0,9239;0
0,6868;0,9419;1
0,6868;1,0429;1
0,6811;0,9605;1
0,6811;0,9605;0
0,6868;1;1
0,6983;0,9419;1
0,7043;1,0429;1
0,6925;1,021;1
0,7103;0,9067;1
0,7165;1,0429;1
0,7103;0,9067;1
0,7227;0,9239;1
0,7165;0,9419;1
0,729;0,9798;0
0,7165;1,1145;0
0,729;0,9239;0
0,7043;0,9239;0
0,7355;0,9419;0
0,7355;0,9067;1
0,7488;0,9419;1
0,7227;0,9605;1
0,7421;0,9419;1
0,7488;0,9239;1
0,7625;0,9798;0
0,7556;1,1145;0
0,7625;0,9605;1
0,7625;0,9605;1
0,7625;0,9419;0
0,7488;0,9605;0
0,7488;0,9239;1
0,7625;0,9239;1
0,7696;1,1145;0
0,7768;1,1145;0
0,7768;0,9239;1
0,7768;1,021;1
0,7556;1,0896;1
0,7915;1,0657;0
0,7991;1,0896;0
0,7841;1;0
0,7841;1,0896;1
0,7915;1,0657;1
0,7915;1,021;1
0,8069;1,0429;0
0,7915;0,9605;0
0,7915;0,9798;0
0,7556;0,9419;1
0,8069;1,021;1
0,8069;1,0657;1
0,8069;1;1
0,8228;1,0657;0
0,8148;1,0657;1
0,8148;1,0429;0
0,831;0,9798;1
0,7991;0,9419;0
0,8148;0,9605;1
0,831;0,9605;0
0,831;1,0429;1
0,831;0,9419;0
0,8228;1,021;1
0,831;1,1145;1
0,831;0,9419;1
0,8479;1,0657;1
0,831;0,9419;1
0,831;1,0657;0
0,8479;0,9798;0
0,8069;0,9605;1
0,7991;0,9798;1
0,8394;1,0896;1
0,831;1,0657;1
0,8479;0,9605;0
0,8394;0,9605;0
0,8566;0,9239;0
0,8394;0,9798;1
0,8394;0,9605;0
0,8394;0,9605;1
0,8148;1,021;0
0,8566;0,9605;1
0,8566;0,9798;1
0,8655;1,0896;0
0,8746;1,1145;1
0,8746;1,021;1
0,8655;1,0429;1
0,831;1,0429;1
0,8655;0,9239;1
0,8655;0,9605;0
0,8746;1,0657;0
0,8838;1,0429;1
0,8655;0,9419;1
0,8838;0,9605;1
0,8838;1,021;1
0,8655;1,0429;0
0,8746;0,9798;0
0,9029;1;0
0,8655;0,9605;1
0,9029;1,0429;1
0,8838;0,9798;1
0,8746;0,9419;1
