MQ 3;MQ 135;QCM
1,0121;0,9419;1
1,0371;0,9798;2
0,9882;0,8585;1
1,0501;1,0896;2
1,0501;1,0657;0
0,593;1,021;1
0,3254;0,9798;1
0,2457;0,8292;0
0,2129;0,9239;1
0,2;0,89;1
0,1923;0,9067;1
0,1875;0,9605;1
0,1908;0,8152;0
0,1903;0,9239;0
0,1948;0,8436;1
0,1994;0,9605;1
0,2054;0,8017;0
0,2135;0,89;2
0,2129;0,8585;1
0,2248;0,9067;1
0,233;0,8436;1
0,2366;0,9605;1
0,2513;0,8292;1
0,2546;0,8436;1
0,2623;0,8436;1
0,2677;0,9605;1
0,2773;0,8436;1
0,2864;0,874;0
0,2885;0,8436;0
0,2928;0,9239;0
0,2939;0,874;1
0,3065;0,8585;1
0,3163;0,8152;1
0,3254;0,874;1
0,3379;0,89;0
0,3513;0,8585;0
0,3624;0,874;0
0,3641;0,8017;0
0,3778;0,8585;0
0,387;0,9798;0
0,3926;0,8585;1
0,4065;0,89;1
0,4149;0,7887;1
0,4281;0,874;1
0,4373;0,9067;1
0,4494;1;1
0,4494;0,89;0
0,4596;0,8436;0
0,4596;0,9067;0
0,473;0,9419;1
0,4786;0,8585;1
0,4931;0,9419;1
0,4872;0,874;0
0,4991;1,021;0
0,5116;0,9067;0
0,5116;0,9605;1
0,5247;1;1
0,5181;0,8292;1
0,5531;1,0657;0
0,5421;0,9239;0
0,5606;0,9419;1
0,5606;1;2
0,5531;0,8152;1
0,5645;0,89;1
0,5846;0,9605;1
0,5846;0,9605;1
0,5888;1,0896;1
0,5846;0,8436;1
0,6017;1;0
0,6017;0,9239;1
0,6198;0,9798;0
0,6152;0,9239;1
0,6017;0,8585;1
0,6341;0,9419;1
0,6198;0,9605;1
0,649;1,0429;2
0,649;0,9798;1
0,639;0,8585;0
0,6594;0,9239;0
0,6594;1,021;0
0,6647;1,0429;0
0,6647;0,9419;0
0,6756;0,8436;0
0,6756;0,9419;1
0,6594;0,9067;1
0,6925;1,1145;1
0,6983;0,9067;0
0,6868;0,8436;1
0,7043;0,9419;1
0,6925;0,9419;1
0,6756;1,0657;1
0,7103;1;1
0,6925;0,874;1
0,7227;0,9798;1
0,7227;0,9419;1
0,7355;1,1407;1
0,7227;0,9419;0
0,7103;0,8436;0
0,7488;0,9798;0
0,7421;1,021;0
0,7421;0,9605;0
0,7421;0,9419;1
0,7043;0,874;1
0,7625;1,1145;1
0,7488;0,9419;1
0,7488;0,9605;1
0,7625;0,9798;0
0,7556;0,9239;0
0,7696;0,9419;1
0,7696;1,021;1
0,7841;1,021;0
0,7768;0,9067;0
0,7556;0,8585;1
0,7768;0,9239;1
0,7696;1,1145;0
0,7991;1,0429;0
0,7841;0,9605;1
0,7768;0,9419;1
0,7991;1,021;1
0,7991;0,9605;0
0,7915;0,9605;0
0,7915;1,0896;0
0,8148;0,9239;1
0,8069;0,9239;1
0,8069;0,9419;1
0,8069;0,9419;0
0,8148;1;0
0,8069;0,9605;0
0,8148;1;1
0,8069;0,9605;1
0,831;1,0657;1
0,831;0,9419;1
0,831;0,9419;0
0,7991;0,9798;1
0,831;0,9239;0
0,8479;0,9605;1
0,8394;1,1145;0
0,831;0,9605;1
0,8479;1,021;0
0,8479;0,9605;1
0,8566;1,0429;0
0,8566;1,1145;1
0,8655;1,0429;1
0,7991;1,0657;1
0,8566;1;1
0,831;0,9798;1
0,8566;0,9798;0
0,8746;0,9419;0
0,8566;1;1
0,8655;0,9239;1
0,8655;1;1
0,8655;0,9605;1
0,8838;1,0429;0
0,8746;1,0896;0
0,8479;0,9419;0
0,8838;0,9419;1
0,8655;0,9605;0
0,8746;0,9605;1
0,8933;0,9239;0
0,8746;1,0896;1
0,8566;0,9605;1
0,8746;0,9798;0
0,8838;0,9798;1
0,9029;0,9605;1
0,8838;0,9798;1
0,8838;0,9605;1
0,8838;0,9419;1
0,8746;0,89;0
0,8838;0,9419;0
0,9029;0,9239;1
0,8746;1,1407;1
0,8933;0,9419;1
0,9029;0,9239;1
0,8933;0,9239;0
0,8394;0,9798;0
0,9029;1,0429;0
0,8838;1,0896;1
0,9029;0,9605;1
0,9029;0,9419;1
0,9128;0,9605;1
