MQ 3;MQ 135;QCM
1,0121;1,0896;1
1,0244;1;2
1,0244;0,9419;1
1,0371;0,9798;2
1,0121;0,9239;0
0,9544;0,9798;1
1;0,9798;1
1,0244;1;0
1,0121;0,9239;1
0,7696;0,9605;1
0,5116;0,9798;1
0,3497;0,9419;1
0,2782;0,9239;0
0,2465;0,9239;0
0,2289;0,89;1
0,2197;0,89;1
0,2209;0,8585;0
0,2222;0,8436;2
0,2248;0,8436;1
0,2248;0,8585;1
0,2255;1,021;1
0,2302;0,874;1
0,2366;0,8436;1
0,2449;0,8585;1
0,2513;1,0657;1
0,258;0,9067;1
0,2802;1,0429;1
0,2939;0,874;0
0,3101;0,874;0
0,3281;0,8436;0
0,3497;0,8585;1
0,3658;1;1
0,3851;0,9798;1
0,4024;0,8585;1
0,417;0,89;0
0,4258;0,9067;0
0,452;0,8585;0
0,4649;0,89;0
0,4786;0,9798;0
0,4931;0,9419;0
0,4991;0,874;1
0,5022;1,021;1
0,5181;0,9605;1
0,5084;1;1
0,535;0,9798;1
0,5494;0,9067;1
0,5645;1,168;0
0,5684;1,021;0
0,5846;1,1407;0
0,5805;1,021;1
0,5846;0,9239;1
0,5973;0,89;1
0,6017;0,89;0
0,6152;1,1407;0
0,6152;0,9419;0
0,6198;1;1
0,6341;1,1145;1
0,6245;0,9605;1
0,644;0,9239;0
0,649;1,1145;0
0,649;0,9239;1
0,6292;0,9419;2
0,649;0,9067;1
0,6701;0,9239;1
0,6925;0,9419;1
0,6756;0,9419;1
0,7103;0,9605;1
0,6756;0,9798;1
0,6925;1,021;0
0,6868;1,021;1
0,7165;0,9419;0
0,6983;1,0896;1
0,7103;0,9239;1
0,7103;0,9067;1
0,6983;0,9605;1
0,7227;0,9798;2
0,7355;0,9798;1
0,7227;0,9419;0
0,7625;0,9419;0
0,7355;1,0429;0
0,7421;0,9798;0
0,7488;0,9798;0
0,7488;0,9798;0
0,7625;0,9419;1
0,7488;0,9798;1
0,7768;1,0657;1
0,7625;0,9419;0
0,7421;0,9605;1
0,7625;0,9067;1
0,7696;1,168;1
0,7768;1,021;1
0,7768;0,9239;1
0,7841;0,9605;1
0,7841;1,168;1
0,8228;0,9239;1
0,7915;1,0896;1
0,7841;0,9239;0
0,7841;0,9239;0
0,8069;1,021;0
0,7991;1,021;0
0,8228;1,168;0
0,831;0,9239;1
0,8069;1,0896;1
0,8228;1,0896;1
0,8148;1,0896;1
0,831;1,0657;1
0,8228;0,9419;0
0,8228;0,9419;0
0,8148;0,9605;1
0,831;1,0657;1
0,8228;0,9067;0
0,8479;0,9419;0
0,8746;0,9605;1
0,8838;1;1
0,8746;0,9798;0
0,831;1,1145;0
0,8479;0,9419;1
0,8479;0,9419;1
0,8655;1,0429;1
0,9029;0,9798;0
0,8655;1,1407;0
0,8394;0,9419;0
0,8933;1,2268;1
0,8566;0,9605;1
0,8566;1,1145;1
0,8394;0,9798;0
0,8746;0,9419;0
0,9029;1,2268;0
0,8566;0,9239;1
0,8838;1,2268;1
0,8655;0,9239;1
0,8933;1,0657;1
0,8746;0,9419;0
0,8655;1,0429;1
0,8655;1,0429;0
0,8838;1,168;1
0,8838;0,9419;0
0,8933;0,9605;1
0,8838;1,0896;0
0,8838;0,9605;1
0,8933;0,9419;0
0,8394;0,9605;1
0,8838;1,0429;1
0,8933;0,9419;1
0,9437;0,9239;1
0,8838;0,9419;1
0,9128;1,2268;0
0,9029;0,9239;0
0,9029;0,9419;1
0,9128;1,168;1
0,9029;0,9239;1
0,9029;0,9239;1
0,8655;1;0
0,9229;1,1967;0
0,8933;0,9419;0
0,9128;0,9798;1
0,9229;1,0657;0
0,9229;1;1
0,9229;1,021;0
0,9437;1,2268;1
0,9128;0,9605;1
0,9332;0,9239;0
0,9332;1,0657;1
0,9229;0,9605;1
0,9767;1;1
0,8655;0,9798;1
0,9229;0,9605;1
0,8655;0,9605;0
0,9229;0,9798;0
0,9229;0,9239;1
0,9437;0,9605;1
0,9229;1,021;1
0,9229;0,9239;1
0,9332;1,168;0
0,9544;0,9798;0
0,9332;1,021;0
0,9332;0,9419;1
0,9544;1,1407;1
0,9437;0,9798;1
0,9332;1,1407;1
