MQ 3;MQ 135;QCM
0,9767;1,021;2
1,0244;0,9419;1
1,0244;0,9419;1
0,9767;1,0429;1
1,05;0,89;0
0,9332;0,9798;0
0,7841;0,9239;0
0,6292;0,6877;1
0,5281;0,6506;1
0,4843;0,5944;1
0,4758;0,5533;1
0,4445;0,547;1
0,4397;0,5597;1
0,4214;0,5663;1
0,3965;0,6253;1
0,3851;0,6253;0
0,387;0,6253;1
0,387;0,6253;1
0,3888;0,6094;1
0,3985;0,5871;0
0,417;0,5944;1
0,4086;0,6877;1
0,4086;0,6419;0
0,4149;0,6253;1
0,4236;0,6686;0
0,4214;0,6595;1
0,4445;0,6686;1
0,4326;0,6686;2
0,4445;0,6506;1
0,4445;0,7292;2
0,4397;0,7404;1
0,447;0,6595;1
0,4545;0,6976;1
0,4596;0,678;1
0,4676;0,7078;1
0,4703;0,678;1
0,4758;0,7519;1
0,4814;0,7078;2
0,4961;0,7638;1
0,5084;0,7078;0
0,5214;0,6595;1
0,5421;0,8152;1
0,5386;0,6877;1
0,5531;0,7184;0
0,5684;0,6976;2
0,5846;0,7078;2
0,6152;0,678;1
0,6061;0,8292;2
0,6341;0,678;1
0,6292;0,678;1
0,649;0,6976;1
0,6701;0,6877;1
0,6594;0,7638;1
0,6811;0,8436;1
0,6756;0,6877;2
0,6868;0,8585;1
0,6983;0,8017;2
0,7421;0,6877;1
0,7165;0,7887;0
0,7165;0,7638;1
0,7355;0,7292;0
0,7625;0,7078;1
0,7421;0,8292;1
0,7421;0,776;2
0,7488;0,7887;2
0,7556;0,8292;1
0,7915;0,7404;1
0,7841;0,89;2
0,7696;0,7292;1
0,7915;0,7184;2
0,7768;0,776;1
0,7768;0,7404;2
0,8479;0,7078;2
0,831;0,7404;1
0,7915;0,8152;1
0,7991;0,776;2
0,8069;0,8292;2
0,8069;0,7519;1
0,8566;0,7404;1
0,8479;0,7404;2
0,8148;0,7184;0
0,8069;0,776;1
0,8566;0,7292;1
0,8566;0,7292;0
0,831;0,8292;1
0,8566;0,7638;0
0,8394;0,7404;1
0,8148;0,7519;1
0,831;0,8585;1
0,8479;0,874;2
0,8479;0,89;1
0,8838;0,7887;1
0,9128;0,776;2
0,8479;0,8292;1
0,8655;0,7638;1
0,9229;0,7404;1
0,8655;0,8585;1
0,8655;0,9239;1
0,8933;0,776;0
0,8566;0,9419;1
0,8566;0,776;1
0,9229;0,7638;0
0,8746;0,8436;1
0,8655;0,9419;1
0,8655;0,9605;1
0,8746;0,7519;1
0,8838;0,8017;1
0,9544;0,776;1
0,8933;0,776;1
0,9128;0,8585;1
0,8933;0,8152;2
0,8933;0,89;1
0,8838;0,8292;2
0,8566;0,8292;1
0,8838;0,776;1
0,9128;0,8292;1
0,9654;0,8436;1
0,9437;0,8436;1
0,8838;0,9239;1
0,8838;0,874;1
0,9029;1;2
0,9029;0,9067;1
0,9544;0,7887;1
0,9767;0,8017;1
0,9029;0,9239;1
0,9128;0,9239;0
0,9029;0,9239;2
0,9029;0,9239;1
0,9128;0,8152;1
0,9229;0,9605;0
0,9332;0,8585;2
0,9332;0,9419;1
0,9229;0,8152;2
0,9654;0,8436;1
0,9654;0,8292;1
0,9544;0,8152;1
0,9128;1,021;1
0,9654;0,8585;1
0,9128;0,9239;2
1;0,8152;0
0,9437;0,8585;1
0,9229;0,9239;1
1,0121;0,8292;1
0,9229;1,021;1
0,9544;0,8585;1
0,9128;1;2
0,9332;0,8436;0
0,9544;0,874;1
0,9229;0,89;1
1;0,8292;2
1;0,8152;1
0,9229;0,8585;1
0,9332;1,0429;1
0,9332;0,9605;1
0,9544;1,0429;1
0,9332;1;1
0,9332;0,8292;1
0,9229;0,9798;1
0,9332;0,9798;1
0,9332;0,8436;1
0,9654;0,89;1
1,0244;0,8436;1
0,9332;0,89;1
0,9332;0,9605;1
0,9437;0,9067;1
0,9229;0,89;1
1,0121;0,8292;1
0,9332;0,9605;1
0,9332;1,021;0
0,9654;0,9605;1
0,9332;0,89;2
0,9437;0,8436;2
0,9654;0,9239;1
0,9437;0,9798;2
0,9332;0,9605;1
0,9229;0,89;1
0,9767;1,021;2
0,9544;1,021;1
0,9437;1,05;2
0,9544;1;1
