MQ 3;MQ 135;QCM
0,9654;1,05;1
0,9882;0,89;0
0,9544;1;0
0,9544;1,05;1
1,0121;0,89;2
0,9437;0,9605;1
0,7768;0,7519;0
0,5764;0,6686;1
0,4545;0,6595;1
0,3888;0,5944;0
0,3727;0,5944;0
0,3482;0,547;1
0,3295;0,5533;3
0,3336;0,6018;1
0,3437;0,5871;2
0,3308;0,6094;2
0,3364;0,678;1
0,3544;0,5871;1
0,356;0,6094;1
0,3708;0,6877;1
0,3851;0,6419;1
0,4045;0,5944;1
0,4258;0,6094;1
0,435;0,6976;1
0,452;0,6976;1
0,4676;0,7404;1
0,4814;0,6595;1
0,5053;0,7404;1
0,5316;0,6335;2
0,5386;0,7184;1
0,5568;0,7404;1
0,5684;0,6595;1
0,5846;0,6335;1
0,6152;0,6686;0
0,6292;0,6419;1
0,644;0,678;2
0,6198;0,6595;1
0,639;0,6419;1
0,6983;0,6335;1
0,6701;0,678;1
0,6756;0,8017;1
0,6983;0,6506;0
0,6983;0,6686;2
0,6983;0,7638;1
0,729;0,8152;2
0,7165;0,6595;2
0,7227;0,7184;1
0,7355;0,6976;2
0,729;0,678;1
0,7625;0,6976;2
0,7696;0,6976;1
0,7841;0,6686;1
0,8148;0,6877;1
0,8069;0,6686;1
0,8069;0,678;1
0,7841;0,7184;1
0,7768;0,6976;1
0,7915;0,6877;2
0,7915;0,7519;2
0,8228;0,6976;2
0,8394;0,6976;1
0,7991;0,7292;1
0,8746;0,6877;1
0,8148;0,7184;2
0,8394;0,7184;1
0,8394;0,7292;1
0,8228;0,7292;1
0,831;0,8292;1
0,8479;0,7292;2
0,8394;0,8436;2
0,8394;0,6976;2
0,8566;0,89;1
0,8746;0,7184;2
0,8479;0,8152;1
0,8566;0,7519;1
0,8394;0,874;2
0,8655;0,7292;1
0,8479;0,9067;2
0,9029;0,7184;1
0,8933;0,7404;1
0,8566;0,8152;1
0,8479;0,7078;1
0,9029;0,7638;0
0,8746;0,874;2
0,8655;0,8152;1
0,8655;0,7887;1
0,8933;0,7519;1
0,8746;0,7292;1
0,8933;0,7519;1
0,8746;0,8585;2
0,8838;0,874;1
0,8838;0,7638;2
0,9029;0,7638;1
0,8838;0,874;1
0,9332;0,7638;1
0,9128;0,9239;2
0,8933;0,7404;1
0,8746;0,7404;2
0,8933;0,874;2
0,9332;0,7519;2
0,8838;0,7404;0
0,8933;0,8436;1
0,9229;0,7404;0
0,8933;0,7638;1
0,8838;0,7519;2
0,8933;0,776;3
0,9654;0,7519;1
0,9437;0,7638;2
0,9437;0,8017;1
0,9128;0,7519;2
0,9128;0,874;1
0,9029;0,8585;2
0,9128;0,8292;2
0,9332;1,021;1
0,9029;0,8292;1
0,9332;0,8017;1
1;0,7638;2
0,9128;0,9798;1
0,9332;0,7887;2
0,9128;0,8152;1
0,9128;0,9067;2
0,9128;0,8292;2
0,9544;0,8017;1
0,9229;0,9605;1
0,9229;0,9798;2
0,9229;0,89;2
0,9229;0,9798;1
0,9767;0,7887;2
0,9654;0,8152;2
0,9229;1,021;1
0,9229;1,021;1
0,9128;0,8292;1
0,9229;0,8292;2
0,9029;0,8152;2
0,9229;0,776;0
0,9229;0,89;1
0,9332;0,874;2
0,9767;0,8292;2
0,9654;0,776;2
0,9332;0,8292;1
0,9332;0,8436;1
0,9767;0,8152;2
0,9332;0,89;2
0,9332;0,9239;1
0,9437;0,9239;2
0,9332;0,8436;2
1,0121;0,8292;0
0,9437;0,9798;1
0,9544;1,021;2
1,0121;0,8292;2
0,9544;1;1
0,9437;0,8436;2
0,9437;1,021;1
0,9437;0,8292;3
0,9544;0,8152;1
0,9332;0,8436;1
0,9437;0,8585;1
0,9332;0,9067;1
1;0,8152;2
0,9544;0,9239;1
0,9544;1,05;1
0,9882;0,8585;2
0,9437;0,9798;2
0,9654;0,8585;2
1;0,8292;1
0,9544;0,9798;2
0,9767;0,8585;2
0,9544;0,9419;0
0,9767;0,874;1
0,9437;0,8585;1
0,9332;0,8436;2
0,9544;0,8585;2
0,9882;0,8436;1
1;0,89;2
0,9544;0,9419;2
0,9437;0,9067;1
0,9882;0,9067;2
0,9229;0,8585;2
0,9544;1,05;1
0,9544;1,05;1
