MQ 3;MQ 135;QCM
0,9767;0,9605;1
0,9882;0,9239;2
1;0,9798;1
0,9882;1,0896;2
0,8655;0,7519;0
0,9767;1,0429;1
1;0,9605;1
0,9767;0,9798;0
0,6925;0,9798;1
0,4373;0,7638;1
0,3641;0,9239;1
0,3254;0,89;1
0,2984;0,8436;0
0,2843;0,8017;0
0,3053;0,6877;1
0,3189;0,776;1
0,303;0,8152;0
0,2939;0,776;2
0,3041;0,776;1
0,3163;0,7078;1
0,3228;0,7887;1
0,3336;0,8436;1
0,3482;0,8152;1
0,3658;0,8292;1
0,3851;0,6976;1
0,4086;0,8292;1
0,4303;0,9067;1
0,452;0,9419;0
0,473;0,8585;0
0,4814;0,7184;0
0,5022;0,8436;1
0,5247;0,9067;1
0,535;0,89;1
0,5494;0,8585;1
0,5457;0,7638;0
0,5724;0,9419;0
0,5846;0,9067;0
0,5888;0,89;0
0,6017;0,874;0
0,5846;0,7638;0
0,6017;0,89;1
0,6198;0,8585;1
0,6341;0,9419;1
0,639;0,89;1
0,6292;0,7887;1
0,649;0,89;1
0,6647;0,9067;0
0,6647;0,9605;0
0,6701;0,89;0
0,6542;0,7638;1
0,6811;1,021;1
0,6868;1;1
0,6811;0,874;0
0,6925;0,9067;0
0,6756;0,8436;0
0,7043;1,0429;1
0,7043;0,89;1
0,7103;0,9419;1
0,7165;0,9605;0
0,6868;0,8017;0
0,729;0,9239;1
0,7355;0,9067;2
0,729;0,9419;1
0,7355;0,9239;1
0,7165;0,8292;1
0,7421;0,9067;1
0,7488;0,9067;1
0,7556;1,021;1
0,7556;0,9067;0
0,7103;0,8017;1
0,7696;0,9419;0
0,7696;0,9419;1
0,7768;0,9419;1
0,7556;0,9067;1
0,7043;0,89;1
0,7696;1,0896;2
0,7488;0,9239;1
0,7556;0,9798;0
0,7556;0,9239;0
0,7355;0,89;0
0,7556;0,9239;0
0,7556;1,021;0
0,7556;0,9419;0
0,7556;0,9798;1
0,7355;0,9239;1
0,7556;1,021;1
0,7991;0,9419;0
0,7625;0,9239;1
0,7915;1,0657;1
0,7488;0,89;1
0,7768;0,9067;1
0,7556;0,9239;1
0,8069;1,1145;1
0,7915;1,0657;1
0,7625;0,8585;1
0,7841;1,0429;1
0,7841;0,9419;0
0,7915;0,874;0
0,8148;0,9239;0
0,7991;1,021;0
0,8069;0,9419;0
0,7696;0,9419;1
0,8394;1,0896;1
0,8148;1,021;1
0,7991;0,8292;1
0,8148;1;1
0,8394;1,0896;0
0,8228;0,9605;0
0,8394;1,0429;1
0,831;0,8436;1
0,8479;1,168;0
0,8479;0,9419;0
0,7991;1,021;1
0,8838;1,021;1
0,8069;0,9239;0
0,8394;1;0
0,8148;0,9239;1
0,8566;0,9239;1
0,8394;1,0896;1
0,8148;0,8436;0
0,8394;0,9419;0
0,8479;0,9239;0
0,8479;0,9067;1
0,8566;0,9605;1
0,8228;0,9067;1
0,8228;0,9419;0
0,8566;1;0
0,8479;0,9419;0
0,8566;0,9605;1
0,8394;0,874;1
0,8746;0,9605;1
0,8566;1;1
0,8746;1,0429;0
0,8655;0,9605;1
0,8228;0,89;0
0,8655;0,9419;1
0,8655;0,9419;0
0,8838;0,9605;1
0,8933;0,9605;0
0,8566;0,9798;1
0,8746;1,021;0
0,9029;0,9605;1
0,8746;0,9798;1
0,8838;0,9605;1
0,8394;0,8152;1
0,9128;1,0896;1
0,8746;1,0429;0
0,8655;0,9605;0
0,8933;1,0429;1
0,8566;1;1
0,9229;1,0657;1
0,8933;1;1
0,8655;0,9419;0
0,8933;0,9419;0
0,8655;0,8585;0
0,8933;1,0429;1
0,8933;0,9239;0
0,9332;1,1145;1
0,9128;1,0896;0
0,8655;0,8436;1
0,9128;1,0429;1
0,9128;1,0429;0
0,9229;0,9798;1
0,8933;0,9239;1
0,8655;0,9605;1
0,9029;0,9239;1
0,9128;1,1407;1
0,9029;1,0657;0
0,8933;0,9067;0
0,8746;0,8436;1
0,8933;0,9419;1
0,9229;0,9798;1
0,9128;1,0429;1
0,9029;0,9419;0
0,8746;0,8585;0
0,9029;1,021;0
0,9229;0,9605;1
0,9128;0,9239;1
0,9128;0,9239;1
0,8838;0,9239;1
