MQ 3;MQ 135;QCM
1,0501;0,9605;1
1,0371;0,9798;2
1,0371;0,9419;1
1;0,9419;2
1,077;0,9798;0
1,077;1,0896;1
1,077;0,9798;1
1,0634;1,1145;0
1,0634;1;1
1,0501;0,9419;1
1,077;1,0657;1
1,0634;0,9798;1
1,0634;0,9419;0
1,0121;1,0657;0
1,1201;1,168;1
1,0501;1,0896;1
1,0501;0,9419;0
0,6756;0,9239;2
0,3708;0,9239;1
0,2623;0,7887;1
0,2289;0,7292;1
0,2147;0,7292;1
0,2088;0,7184;1
0,2105;0,6506;1
0,2165;0,6877;1
0,2216;0,6506;1
0,2316;0,678;1
0,2441;0,7404;0
0,258;0,7292;0
0,2753;0,7638;0
0,295;0,7184;1
0,315;0,8017;1
0,3379;0,7887;1
0,3592;0,8152;1
0,3778;0,8017;0
0,3965;0,8152;0
0,4149;0,7887;0
0,435;0,7887;0
0,452;0,8585;0
0,4545;0,874;0
0,4814;0,8585;1
0,4872;0,8292;1
0,5084;0,8292;1
0,5181;0,8292;1
0,5247;0,8436;1
0,5316;0,8585;1
0,5457;0,8436;0
0,5568;0,8436;0
0,5724;0,9067;0
0,5724;0,8585;1
0,5846;0,8585;1
0,593;0,9067;1
0,6017;0,9605;0
0,6061;0,9239;0
0,6152;0,9798;0
0,6245;0,874;1
0,6245;0,8292;1
0,6341;0,9067;1
0,639;0,874;0
0,644;0,8585;0
0,6542;0,874;1
0,6594;0,89;2
0,6647;0,874;1
0,6647;0,9419;1
0,6756;0,9067;1
0,6811;0,89;1
0,6868;0,9605;1
0,6925;0,9419;1
0,7043;0,9605;0
0,6811;0,9798;1
0,7103;0,9798;0
0,7165;0,89;1
0,7165;0,89;1
0,729;0,9239;1
0,6983;0,9067;1
0,7355;0,9798;2
0,7227;0,9239;1
0,7355;1;0
0,7355;0,9419;0
0,7488;0,9419;0
0,7556;0,89;0
0,7488;0,9798;0
0,7556;0,89;0
0,7696;0,9239;1
0,7696;1;1
0,7556;0,9067;1
0,7696;0,9067;0
0,7768;1,0657;1
0,7768;0,89;1
0,7768;0,9605;1
0,7696;0,9419;1
0,7915;1;1
0,7768;0,9067;1
0,7841;0,9067;1
0,7915;0,9605;1
0,7915;1;1
0,7915;1,021;0
0,7991;0,9067;0
0,8148;1,021;0
0,7991;0,9798;0
0,7915;0,9239;0
0,7991;0,9067;1
0,8069;1,021;1
0,8148;0,9239;1
0,8069;0,9419;1
0,8148;0,9239;1
0,831;0,9419;0
0,8228;0,9067;0
0,831;1,021;1
0,831;0,9605;1
0,831;0,9419;0
0,8394;1;0
0,831;0,9419;1
0,8148;1,0429;1
0,8228;0,9419;0
0,831;0,9419;0
0,8394;1;1
0,8394;0,9419;1
0,8566;1;1
0,8479;0,9067;0
0,8394;0,9798;0
0,8479;0,9067;0
0,8479;0,9419;1
0,8566;0,9419;1
0,8566;0,9067;1
0,8566;0,9419;0
0,8655;1,021;0
0,8655;1,0657;0
0,8838;0,9605;1
0,8746;0,9419;1
0,8746;0,89;1
0,8746;0,9419;1
0,8838;0,9239;0
0,8746;0,9067;1
0,8394;0,9605;0
0,8933;0,9798;1
0,8746;0,9798;0
0,8838;1,0429;1
0,7915;0,7638;0
0,8933;1,021;1
0,8746;0,9239;0
0,8838;0,9067;1
0,8933;1;1
0,8069;0,7887;1
0,9029;0,9605;1
0,8933;1,0896;1
0,9029;1,0429;0
0,8933;0,9239;0
0,8228;0,776;1
0,9029;1,021;1
0,9029;1,021;1
0,9029;0,9239;1
0,9128;0,9239;0
0,831;0,8292;0
0,9029;0,9067;0
0,9128;0,9419;1
0,9128;1,021;0
0,9229;1,021;1
0,8394;0,8292;0
0,9229;1,0657;1
0,9128;0,9067;1
0,9229;0,9419;0
0,9128;1,021;1
0,8394;0,8017;1
0,9332;1,0896;1
0,8933;0,9419;1
0,9128;0,9419;1
0,9229;0,9419;0
0,8479;0,874;0
0,9029;0,9419;1
0,9332;1,021;1
0,9332;1,0896;1
0,8933;0,9605;1
0,8655;0,7887;0
0,9332;0,9605;0
0,9332;1,0429;0
0,9544;1,0429;1
0,9332;0,9605;1
0,8655;0,874;1
0,9029;0,9605;1
