MQ 3;MQ 135;QCM
1,05;0,9419;1
1,05;1;2
1,05;1,05;1
1,05;1;2
1,05;0,9605;0
1,05;1,05;1
1,05;1;1
1,05;1,05;0
1,05;1;1
1,05;1,0429;1
1,05;0,9419;1
1,05;1,05;1
1,0371;1,05;0
0,7103;1,0429;0
0,5316;0,9419;1
0,473;0,7519;1
0,4397;0,6877;0
0,417;0,6506;2
0,3985;0,7078;1
0,3907;0,6686;1
0,3945;0,7519;1
0,3945;0,8585;1
0,3945;0,8152;1
0,4004;0,7292;1
0,3965;0,7404;1
0,4004;0,9067;1
0,3888;0,7519;1
0,4065;0,7638;0
0,4065;0,9419;0
0,4192;0,7638;0
0,4192;0,7887;1
0,4236;1;1
0,4303;1;1
0,4445;0,7887;1
0,452;1;0
0,4758;0,8017;0
0,4786;0,9419;0
0,5116;0,8585;0
0,5053;0,9419;0
0,5386;0,8585;0
0,5531;0,8585;1
0,5684;0,8292;1
0,5645;0,8585;1
0,5888;0,8585;1
0,593;0,9067;1
0,6106;0,8436;1
0,6341;0,8585;0
0,644;1;0
0,6756;0,89;0
0,6983;0,8436;1
0,6868;0,9067;1
0,6868;1,0429;1
0,7165;0,8585;0
0,7103;1,05;0
0,7355;0,8585;0
0,7625;0,874;1
0,7355;0,9798;1
0,7421;0,874;1
0,7696;0,89;0
0,7227;0,89;0
0,7556;0,9605;1
0,7696;1,05;2
0,7991;0,9067;1
0,7768;1;1
0,7841;0,874;1
0,7991;1,05;1
0,7991;0,9067;1
0,8148;0,9798;1
0,8394;1,05;0
0,7915;0,9239;1
0,8228;0,874;0
0,8394;1,021;1
0,831;0,9067;1
0,831;0,9798;1
0,8479;0,9605;1
0,8566;0,874;2
0,8933;0,9239;1
0,8655;1,021;0
0,8566;0,89;0
0,8566;0,9419;0
0,8655;1,05;0
0,8655;0,89;0
0,9332;0,9419;0
0,8933;1,05;1
0,8933;1,05;1
0,8933;0,9067;1
0,8933;1,05;0
0,9128;0,9419;1
0,9029;1,05;1
0,9029;1,05;1
0,9437;0,9419;1
0,9029;1,05;1
0,9544;0,9239;1
0,9332;1,05;1
0,9332;0,9605;1
0,9128;1,021;1
0,9229;0,9239;0
0,9229;1,05;0
0,9229;1,05;0
0,9437;0,9798;0
0,9332;1,05;0
0,9029;0,9798;1
0,9332;1,021;1
0,9437;1,05;1
0,9767;0,9239;1
0,9767;0,9239;1
0,9437;1,05;0
1,0244;0,9067;0
0,9437;1,0429;1
0,9654;0,9798;1
0,9544;1,05;0
0,9544;1,021;0
0,9229;0,9239;1
0,9544;0,9419;1
0,9767;0,9419;0
0,9654;0,9419;0
0,9332;0,9419;1
0,9767;1,05;1
0,9767;0,9605;1
0,9767;1,05;0
0,9544;0,9419;0
0,9767;0,9605;0
0,9544;1;1
0,9882;0,9605;1
1,05;0,89;1
0,9882;0,9798;0
0,9882;1,05;0
0,9882;1,05;0
0,9882;0,9605;1
0,9882;1,021;1
1,0371;0,9419;1
1;1,05;1
1,0371;0,9419;0
1;1,05;1
1,0244;0,9798;0
1,0244;0,9798;1
1;1,0429;0
1,05;0,9605;1
1,0121;1,05;0
1,05;0,9419;1
1,0121;0,9419;0
1,0121;1,05;1
1,05;0,9239;1
1,0121;1,0429;1
1;0,9067;1
1,0244;1,05;1
1;0,9067;0
1,05;0,9419;0
1,05;0,9419;1
1,0121;1;1
1,0244;1,05;1
1,0121;0,9067;1
1,0244;1,05;0
1,0371;0,9419;0
1,0244;1,05;0
1,0121;1,0429;1
1,05;0,9798;0
1,0244;1,0429;1
1,05;0,9419;0
1,05;0,9798;1
1,0244;1,05;1
1,0371;1,05;0
1,05;0,9798;1
0,9767;0,9605;1
1,0371;0,9798;1
1,05;0,9605;1
1,0371;1,05;1
1,0371;1,05;0
1,05;0,9419;0
1,05;0,9605;1
1,05;1,05;1
1,0371;0,9605;1
1,05;1,05;1
1,0371;0,9419;0
1,0371;1,0429;0
1,05;1,05;0
1,05;0,9605;1
1,05;1,05;1
1,0371;1,05;1
1,05;1,05;1
