MQ 3;MQ 135;QCM
1,05;1,021;1
1,05;1;2
1,05;0,9798;1
1,05;0,9605;2
0,729;0,9239;0
0,3833;0,8585;1
0,2906;0,8585;1
0,2571;0,8292;0
0,2489;0,7078;1
0,2381;0,7519;1
0,2381;0,6419;1
0,2457;0,7887;1
0,2641;0,6877;0
0,2792;0,7404;0
0,2972;0,6877;1
0,3201;0,89;1
0,3467;0,8585;0
0,3726;0,7638;2
0,4024;0,7404;1
0,4373;0,7638;1
0,4421;0,776;1
0,4622;0,8585;1
0,4814;0,9605;1
0,5022;1,0429;1
0,5214;0,8152;1
0,5421;0,8292;1
0,5531;0,8436;1
0,5531;0,9067;0
0,5494;0,8152;0
0,5606;0,89;0
0,5888;0,9419;1
0,593;0,9067;1
0,6106;1,0429;1
0,6245;1,05;1
0,6594;0,9067;0
0,6292;0,89;0
0,6868;0,9067;0
0,6542;0,9798;0
0,6647;1;0
0,6868;0,89;0
0,6756;1;1
0,6811;0,9605;1
0,6925;1,0429;1
0,6811;0,89;1
0,7421;0,8585;1
0,7043;1,0429;1
0,7227;1,05;0
0,6811;0,9067;0
0,7227;0,89;0
0,7355;1,0429;1
0,7488;0,9239;1
0,7421;0,89;1
0,7355;0,9067;0
0,7625;1,05;0
0,7625;1,021;0
0,7696;1,05;1
0,7991;1,021;1
0,8069;0,9419;1
0,8148;0,89;0
0,7768;0,874;0
0,7841;1,021;1
0,7915;1,0429;2
0,7841;1,05;1
0,8069;1,05;1
0,7991;0,9239;1
0,831;1,0429;1
0,8479;0,9239;1
0,8479;0,9605;1
0,7696;0,9239;0
0,8394;0,9419;1
0,8479;0,9605;0
0,8655;0,9798;1
0,8933;0,9419;1
0,9029;0,9798;1
0,9029;0,9798;1
0,8838;0,9419;2
0,8148;0,9067;1
0,8394;1,05;0
0,8394;0,9067;0
0,8479;1,05;0
0,8566;1,05;0
0,8566;0,9067;0
0,8566;1,021;0
0,8566;1,0429;1
0,8655;1,021;1
0,8746;1,05;1
0,8838;0,9419;0
0,8838;1;1
0,8933;1,05;1
0,8933;0,9067;1
0,8933;1,05;1
0,8933;0,9239;1
0,8746;0,9419;1
0,9767;0,9798;1
0,8838;0,9239;1
0,9029;1,05;1
0,9029;0,9067;0
0,8933;0,9605;0
0,9332;0,9239;0
0,9029;1,05;0
0,9029;1,0429;0
0,9882;0,9419;1
0,9128;1,05;1
0,9437;0,9798;1
0,9332;1,05;1
0,9229;1,021;1
0,9229;1,05;0
0,9332;1,05;0
0,9229;1,05;1
0,9128;1;1
0,9437;1,05;0
0,9437;0,9239;0
0,9437;1,05;1
0,9882;0,9605;1
0,9332;1,05;0
0,9544;0,9798;0
0,9229;1;1
0,9654;1,05;1
1,0371;0,9419;1
0,9544;1,05;0
0,9544;1,0429;0
1;0,9419;0
0,9437;0,9798;1
0,9332;1;1
0,9654;1,05;1
0,9654;0,9798;0
0,9654;1,05;0
1,05;0,9239;0
0,9544;1,0429;1
0,9654;1,05;1
0,9767;1,0429;1
0,9767;1,05;1
0,9654;0,9798;0
1,0371;0,9419;1
1,05;0,9419;0
0,9544;0,9605;1
0,9882;0,9419;0
1,0244;0,9419;1
1,05;0,9419;0
0,9882;1,021;1
1,0371;0,9798;0
0,9882;1,05;1
0,9767;0,9419;1
1;1,05;1
1;1,05;1
0,9882;1,05;1
1,0121;1,05;0
0,9767;1;0
1;1,05;1
1,0371;1,05;1
1,05;0,9239;1
1,0121;1,05;1
1;1,05;0
1,0244;1,05;0
1;1,05;0
1,0244;1,05;1
1;1,05;0
1,0121;1,05;1
1;1,05;0
1,05;0,9419;1
1;1,021;1
1,0121;1,05;0
0,9654;0,9605;1
0,9767;0,9419;1
1,05;0,9419;1
1;0,9419;1
1,0371;0,9605;1
1,05;0,9419;0
1,0371;1,021;0
1,05;0,9419;1
1;0,9605;1
1,0371;0,9605;1
1,05;0,9798;1
1,05;0,9239;0
1,0371;1,05;0
1,0371;1,0429;0
1,05;0,9605;1
1,05;1;1
1,05;0,9798;1
1,05;1,05;1
