MQ 3;MQ 135;QCM
0,9544;1;1
0,9229;0,874;2
0,9654;1,0896;1
0,9882;0,9798;2
0,9654;0,9419;0
0,9654;1,0429;1
0,9229;0,9067;1
0,9332;1,0657;0
0,9654;1,0657;1
0,9544;0,9419;1
0,9654;0,9419;1
0,9229;0,9798;1
0,9767;0,9798;0
0,8394;0,9605;0
0,4961;0,9239;1
0,3267;0,8017;1
0,2734;0,7184;0
0,2352;0,6976;2
0,2282;0,7078;1
0,2316;0,6877;1
0,2411;0,7404;1
0,2529;0,6976;1
0,2641;0,7184;1
0,2853;0,6976;1
0,3077;0,7184;1
0,3308;0,7404;1
0,3544;0,6877;1
0,3743;0,8017;0
0,3985;0,776;0
0,4086;0,7887;0
0,4421;0,8017;1
0,452;0,7519;1
0,473;0,8017;1
0,4901;0,9239;1
0,5053;0,8292;0
0,5181;0,8292;0
0,5316;0,8292;0
0,5386;0,8292;0
0,5494;0,8152;0
0,5568;0,9067;0
0,5724;0,8292;1
0,5805;0,874;1
0,593;0,89;1
0,5973;0,9605;1
0,6152;0,9798;1
0,6198;0,9067;1
0,6292;0,89;0
0,6245;0,8292;0
0,639;0,89;0
0,644;0,874;1
0,6542;0,9067;1
0,639;0,89;1
0,6701;0,9605;0
0,6647;0,9239;0
0,6756;0,89;0
0,6756;0,89;1
0,6811;0,9798;1
0,6868;1;1
0,6925;0,9419;0
0,7043;0,9067;0
0,6983;0,89;1
0,7043;0,9605;2
0,7103;0,9605;1
0,7165;0,9067;1
0,7165;0,89;1
0,7043;0,9067;1
0,7355;0,89;1
0,729;0,89;1
0,729;0,89;0
0,7355;0,9605;1
0,7696;1,0657;0
0,7556;0,9067;1
0,7488;1;1
0,7421;0,874;1
0,7227;0,9067;1
0,7625;1;2
0,7768;1,021;1
0,7625;0,874;0
0,7768;0,9419;0
0,7696;0,9419;0
0,7696;0,9067;0
0,7696;0,9239;0
0,7768;0,9605;0
0,7841;0,9798;1
0,7625;0,9239;1
0,7841;0,9419;1
0,7841;0,9239;0
0,7915;0,9067;1
0,7915;1;1
0,7915;0,9605;1
0,8069;0,9419;1
0,7991;0,9419;1
0,8069;0,9798;1
0,7991;0,9067;1
0,7991;0,9419;1
0,8148;0,9419;1
0,8069;0,9419;0
0,8148;0,9798;0
0,8148;1,021;0
0,8228;1;0
0,831;0,9419;0
0,8228;0,9067;1
0,831;0,9419;1
0,831;0,9798;1
0,831;0,9419;1
0,8479;1;1
0,8394;1,0429;0
0,8394;0,9605;0
0,8479;0,9419;1
0,8479;0,9239;1
0,8479;0,9798;0
0,8479;0,9798;0
0,8566;0,9798;1
0,8394;0,9419;1
0,8566;1,0429;0
0,8566;0,9067;0
0,8228;0,9419;1
0,8655;1,021;1
0,8566;0,89;1
0,8394;0,9605;0
0,8746;1,0657;0
0,8655;1,021;0
0,8933;1,0896;1
0,8655;1,0429;1
0,8655;0,9605;1
0,8838;0,9419;0
0,8838;1,0657;0
0,8838;0,9798;0
0,8838;1;1
0,8933;1,0657;1
0,8838;0,9239;1
0,8933;1,0896;1
0,8838;1;0
0,8933;0,9419;1
0,8838;0,9067;0
0,9029;1,0896;1
0,8933;0,9419;0
0,8933;0,9067;1
0,9029;1;0
0,8933;0,9239;1
0,8746;0,9239;0
0,9029;0,9239;1
0,8933;0,9419;1
0,8933;1,0657;1
0,9128;0,9605;1
0,8566;0,9605;1
0,8933;1,0896;0
0,9229;0,9605;0
0,9128;0,9798;1
0,9128;0,9605;1
0,9128;1,021;1
0,9229;0,9419;1
0,9029;0,9419;0
0,9128;0,9419;0
0,9029;1,0657;0
0,9229;1,1145;1
0,9332;0,9798;0
0,9544;0,9605;1
0,9128;0,9605;0
0,9332;0,9605;1
0,9128;0,9605;1
0,8933;0,9419;0
0,9544;0,9419;1
0,9;0,9239;1
0,9332;0,9605;1
0,9437;1,0429;1
0,9128;0,9419;1
0,9332;0,9239;0
0,9332;0,9605;0
0,9128;0,9605;1
0,9544;0,9419;1
0,9332;0,9067;1
0,9128;0,9605;1
0,9544;1,0657;0
0,9332;0,9419;0
0,9229;0,9605;0
0,9437;1,021;1
0,9128;1,021;1
0,9654;0,9798;1
0,9437;0,9605;1
